Geography,Date,Value
Newfoundland and Labrador,1/1/2013,"214,854A"
Prince Edward Island,1/1/2013,"63,645A"
Nova Scotia,1/1/2013,"402,108A"
New Brunswick,1/1/2013,"310,193A"
Quebec,1/1/2013,"3,504,613A"
Ontario,1/1/2013,"5,802,132A"
Manitoba,1/1/2013,"575,164A"
Saskatchewan,1/1/2013,"475,001A"
Alberta,1/1/2013,"1,957,644A"
British Columbia,1/1/2013,"1,964,185A"
Yukon,1/1/2013,"19,718A"
Northwest Territories,1/1/2013,"27,993A"
Nunavut,1/1/2013,"14,798A"
Canada,2/1/2013,"15,369,846A"
Newfoundland and Labrador,2/1/2013,"214,912A"
Prince Edward Island,2/1/2013,"62,833A"
Nova Scotia,2/1/2013,"402,994A"
New Brunswick,2/1/2013,"310,464A"
Quebec,2/1/2013,"3,493,618A"
Ontario,2/1/2013,"5,812,566A"
Manitoba,2/1/2013,"583,747A"
Saskatchewan,2/1/2013,"476,190A"
Alberta,2/1/2013,"1,971,347A"
British Columbia,2/1/2013,"1,979,117A"
Yukon,2/1/2013,"19,872A"
Northwest Territories,2/1/2013,"27,348A"
Nunavut,2/1/2013,"14,838A"
Canada,3/1/2013,"15,401,006A"
Newfoundland and Labrador,3/1/2013,"215,310A"
Prince Edward Island,3/1/2013,"63,301A"
Nova Scotia,3/1/2013,"403,982A"
New Brunswick,3/1/2013,"310,082A"
Quebec,3/1/2013,"3,489,041A"
Ontario,3/1/2013,"5,829,079A"
Manitoba,3/1/2013,"586,878A"
Saskatchewan,3/1/2013,"477,108A"
Alberta,3/1/2013,"1,981,311A"
British Columbia,3/1/2013,"1,982,827A"
Yukon,3/1/2013,"19,799A"
Northwest Territories,3/1/2013,"27,566A"
Nunavut,3/1/2013,"14,722A"
Canada,4/1/2013,"15,413,089A"
Newfoundland and Labrador,4/1/2013,"214,305A"
Prince Edward Island,4/1/2013,"62,174A"
Nova Scotia,4/1/2013,"403,908A"
New Brunswick,4/1/2013,"311,583A"
Quebec,4/1/2013,"3,496,134A"
Ontario,4/1/2013,"5,825,451A"
Manitoba,4/1/2013,"587,749A"
Saskatchewan,4/1/2013,"479,345A"
Alberta,4/1/2013,"1,984,023A"
British Columbia,4/1/2013,"1,986,570A"
Yukon,4/1/2013,"20,023A"
Northwest Territories,4/1/2013,"27,471A"
Nunavut,4/1/2013,"14,353A"
Canada,5/1/2013,"15,395,620A"
Newfoundland and Labrador,5/1/2013,"215,602A"
Prince Edward Island,5/1/2013,"61,847A"
Nova Scotia,5/1/2013,"400,629A"
New Brunswick,5/1/2013,"309,380A"
Quebec,5/1/2013,"3,486,726A"
Ontario,5/1/2013,"5,820,460A"
Manitoba,5/1/2013,"587,945A"
Saskatchewan,5/1/2013,"477,389A"
Alberta,5/1/2013,"1,988,957A"
British Columbia,5/1/2013,"1,984,358A"
Yukon,5/1/2013,"20,069A"
Northwest Territories,5/1/2013,"27,632A"
Nunavut,5/1/2013,"14,627A"
Canada,6/1/2013,"15,379,569A"
Newfoundland and Labrador,6/1/2013,"215,050A"
Prince Edward Island,6/1/2013,"61,233A"
Nova Scotia,6/1/2013,"399,751A"
New Brunswick,6/1/2013,"309,184A"
Quebec,6/1/2013,"3,459,287A"
Ontario,6/1/2013,"5,828,693A"
Manitoba,6/1/2013,"587,021A"
Saskatchewan,6/1/2013,"478,314A"
Alberta,6/1/2013,"1,990,318A"
British Columbia,6/1/2013,"1,988,618A"
Yukon,6/1/2013,"20,145A"
Northwest Territories,6/1/2013,"27,313A"
Nunavut,6/1/2013,"14,642A"
Canada,7/1/2013,"15,438,207A"
Newfoundland and Labrador,7/1/2013,"214,036A"
Prince Edward Island,7/1/2013,"62,378A"
Nova Scotia,7/1/2013,"398,921A"
New Brunswick,7/1/2013,"308,253A"
Quebec,7/1/2013,"3,488,307A"
Ontario,7/1/2013,"5,843,028A"
Manitoba,7/1/2013,"588,585A"
Saskatchewan,7/1/2013,"479,299A"
Alberta,7/1/2013,"2,001,336A"
British Columbia,7/1/2013,"1,992,208A"
Yukon,7/1/2013,"19,797A"
Northwest Territories,7/1/2013,"27,269A"
Nunavut,7/1/2013,"14,790A"
Canada,8/1/2013,"15,517,650A"
Newfoundland and Labrador,8/1/2013,"215,213A"
Prince Edward Island,8/1/2013,"62,816A"
Nova Scotia,8/1/2013,"398,820A"
New Brunswick,8/1/2013,"310,582A"
Quebec,8/1/2013,"3,499,711A"
Ontario,8/1/2013,"5,882,232A"
Manitoba,8/1/2013,"594,047A"
Saskatchewan,8/1/2013,"481,387A"
Alberta,8/1/2013,"2,009,887A"
British Columbia,8/1/2013,"2,000,371A"
Yukon,8/1/2013,"20,164A"
Northwest Territories,8/1/2013,"27,726A"
Nunavut,8/1/2013,"14,694A"
Canada,9/1/2013,"15,496,480A"
Newfoundland and Labrador,9/1/2013,"215,843A"
Prince Edward Island,9/1/2013,"62,965A"
Nova Scotia,9/1/2013,"398,248A"
New Brunswick,9/1/2013,"307,275A"
Quebec,9/1/2013,"3,496,846A"
Ontario,9/1/2013,"5,868,624A"
Manitoba,9/1/2013,"591,023A"
Saskatchewan,9/1/2013,"480,784A"
Alberta,9/1/2013,"2,007,915A"
British Columbia,9/1/2013,"2,005,238A"
Yukon,9/1/2013,"19,981A"
Northwest Territories,9/1/2013,"27,283A"
Nunavut,9/1/2013,"14,453A"
Canada,10/1/2013,"15,522,623A"
Newfoundland and Labrador,10/1/2013,"216,018A"
Prince Edward Island,10/1/2013,"63,776A"
Nova Scotia,10/1/2013,"401,195A"
New Brunswick,10/1/2013,"308,504A"
Quebec,10/1/2013,"3,498,561A"
Ontario,10/1/2013,"5,873,312A"
Manitoba,10/1/2013,"594,207A"
Saskatchewan,10/1/2013,"480,894A"
Alberta,10/1/2013,"2,018,040A"
British Columbia,10/1/2013,"2,006,109A"
Yukon,10/1/2013,"19,922A"
Northwest Territories,10/1/2013,"27,477A"
Nunavut,10/1/2013,"14,610A"
Canada,11/1/2013,"15,521,118A"
Newfoundland and Labrador,11/1/2013,"216,164A"
Prince Edward Island,11/1/2013,"62,645A"
Nova Scotia,11/1/2013,"400,324A"
New Brunswick,11/1/2013,"307,412A"
Quebec,11/1/2013,"3,492,947A"
Ontario,11/1/2013,"5,876,382A"
Manitoba,11/1/2013,"587,264A"
Saskatchewan,11/1/2013,"483,692A"
Alberta,11/1/2013,"2,022,062A"
British Columbia,11/1/2013,"2,010,888A"
Yukon,11/1/2013,"19,761A"
Northwest Territories,11/1/2013,"27,139A"
Nunavut,11/1/2013,"14,438A"
Canada,12/1/2013,"15,508,772A"
Newfoundland and Labrador,12/1/2013,"216,624A"
Prince Edward Island,12/1/2013,"62,865A"
Nova Scotia,12/1/2013,"400,217A"
New Brunswick,12/1/2013,"303,116A"
Quebec,12/1/2013,"3,491,446A"
Ontario,12/1/2013,"5,876,583A"
Manitoba,12/1/2013,"584,082A"
Saskatchewan,12/1/2013,"481,306A"
Alberta,12/1/2013,"2,020,852A"
British Columbia,12/1/2013,"2,009,932A"
Yukon,12/1/2013,"19,844A"
Northwest Territories,12/1/2013,"27,156A"
Nunavut,12/1/2013,"14,748A"
Canada,1/1/2014,"15,515,864A"
Newfoundland and Labrador,1/1/2014,"216,377A"
Prince Edward Island,1/1/2014,"63,002A"
Nova Scotia,1/1/2014,"396,721A"
New Brunswick,1/1/2014,"305,302A"
Quebec,1/1/2014,"3,486,231A"
Ontario,1/1/2014,"5,887,914A"
Manitoba,1/1/2014,"584,185A"
Saskatchewan,1/1/2014,"482,272A"
Alberta,1/1/2014,"2,027,766A"
British Columbia,1/1/2014,"2,005,715A"
Yukon,1/1/2014,"19,898A"
Northwest Territories,1/1/2014,"26,228A"
Nunavut,1/1/2014,"14,254A"
Canada,2/1/2014,"15,515,009A"
Newfoundland and Labrador,2/1/2014,"217,479A"
Prince Edward Island,2/1/2014,"63,639A"
Nova Scotia,2/1/2014,"400,651A"
New Brunswick,2/1/2014,"303,930A"
Quebec,2/1/2014,"3,487,012A"
Ontario,2/1/2014,"5,879,441A"
Manitoba,2/1/2014,"582,188A"
Saskatchewan,2/1/2014,"482,152A"
Alberta,2/1/2014,"2,034,184A"
British Columbia,2/1/2014,"2,003,231A"
Yukon,2/1/2014,"19,828A"
Northwest Territories,2/1/2014,"26,996A"
Nunavut,2/1/2014,"14,276A"
Canada,3/1/2014,"15,545,600A"
Newfoundland and Labrador,3/1/2014,"217,752A"
Prince Edward Island,3/1/2014,"63,315A"
Nova Scotia,3/1/2014,"401,473A"
New Brunswick,3/1/2014,"304,310A"
Quebec,3/1/2014,"3,493,132A"
Ontario,3/1/2014,"5,885,133A"
Manitoba,3/1/2014,"581,883A"
Saskatchewan,3/1/2014,"484,151A"
Alberta,3/1/2014,"2,040,276A"
British Columbia,3/1/2014,"2,012,960A"
Yukon,3/1/2014,"20,096A"
Northwest Territories,3/1/2014,"26,759A"
Nunavut,3/1/2014,"14,358A"
Canada,4/1/2014,"15,537,788A"
Newfoundland and Labrador,4/1/2014,"217,394A"
Prince Edward Island,4/1/2014,"62,899A"
Nova Scotia,4/1/2014,"400,404A"
New Brunswick,4/1/2014,"299,322A"
Quebec,4/1/2014,"3,480,618A"
Ontario,4/1/2014,"5,888,287A"
Manitoba,4/1/2014,"581,899A"
Saskatchewan,4/1/2014,"482,073A"
Alberta,4/1/2014,"2,048,285A"
British Columbia,4/1/2014,"2,015,554A"
Yukon,4/1/2014,"20,035A"
Northwest Territories,4/1/2014,"26,560A"
Nunavut,4/1/2014,"14,460A"
Canada,5/1/2014,"15,606,941A"
Newfoundland and Labrador,5/1/2014,"218,681A"
Prince Edward Island,5/1/2014,"62,722A"
Nova Scotia,5/1/2014,"401,876A"
New Brunswick,5/1/2014,"302,677A"
Quebec,5/1/2014,"3,495,973A"
Ontario,5/1/2014,"5,919,853A"
Manitoba,5/1/2014,"584,393A"
Saskatchewan,5/1/2014,"483,981A"
Alberta,5/1/2014,"2,055,143A"
British Columbia,5/1/2014,"2,021,211A"
Yukon,5/1/2014,"19,884A"
Northwest Territories,5/1/2014,"26,167A"
Nunavut,5/1/2014,"14,379A"
Canada,6/1/2014,"15,627,063A"
Newfoundland and Labrador,6/1/2014,"218,256A"
Prince Edward Island,6/1/2014,"62,333A"
Nova Scotia,6/1/2014,"401,960A"
New Brunswick,6/1/2014,"302,163A"
Quebec,6/1/2014,"3,494,262A"
Ontario,6/1/2014,"5,927,372A"
Manitoba,6/1/2014,"583,304A"
Saskatchewan,6/1/2014,"484,457A"
Alberta,6/1/2014,"2,066,472A"
British Columbia,6/1/2014,"2,026,235A"
Yukon,6/1/2014,"19,232A"
Northwest Territories,6/1/2014,"26,435A"
Nunavut,6/1/2014,"14,583A"
Canada,7/1/2014,"15,661,763A"
Newfoundland and Labrador,7/1/2014,"219,669A"
Prince Edward Island,7/1/2014,"62,150A"
Nova Scotia,7/1/2014,"401,918A"
New Brunswick,7/1/2014,"302,461A"
Quebec,7/1/2014,"3,488,770A"
Ontario,7/1/2014,"5,948,323A"
Manitoba,7/1/2014,"588,992A"
Saskatchewan,7/1/2014,"486,539A"
Alberta,7/1/2014,"2,069,521A"
British Columbia,7/1/2014,"2,032,508A"
Yukon,7/1/2014,"19,539A"
Northwest Territories,7/1/2014,"26,383A"
Nunavut,7/1/2014,"14,990A"
Canada,8/1/2014,"15,705,803A"
Newfoundland and Labrador,8/1/2014,"219,254A"
Prince Edward Island,8/1/2014,"62,498A"
Nova Scotia,8/1/2014,"402,535A"
New Brunswick,8/1/2014,"302,245A"
Quebec,8/1/2014,"3,504,416A"
Ontario,8/1/2014,"5,953,732A"
Manitoba,8/1/2014,"586,297A"
Saskatchewan,8/1/2014,"487,422A"
Alberta,8/1/2014,"2,083,458A"
British Columbia,8/1/2014,"2,042,725A"
Yukon,8/1/2014,"19,998A"
Northwest Territories,8/1/2014,"26,439A"
Nunavut,8/1/2014,"14,786A"
Canada,9/1/2014,"15,693,887A"
Newfoundland and Labrador,9/1/2014,"217,650A"
Prince Edward Island,9/1/2014,"62,543A"
Nova Scotia,9/1/2014,"402,361A"
New Brunswick,9/1/2014,"301,155A"
Quebec,9/1/2014,"3,501,855A"
Ontario,9/1/2014,"5,954,841A"
Manitoba,9/1/2014,"589,314A"
Saskatchewan,9/1/2014,"485,354A"
Alberta,9/1/2014,"2,087,678A"
British Columbia,9/1/2014,"2,030,065A"
Yukon,9/1/2014,"19,833A"
Northwest Territories,9/1/2014,"26,476A"
Nunavut,9/1/2014,"14,764A"
Canada,10/1/2014,"15,715,175A"
Newfoundland and Labrador,10/1/2014,"218,082A"
Prince Edward Island,10/1/2014,"62,316A"
Nova Scotia,10/1/2014,"402,442A"
New Brunswick,10/1/2014,"300,512A"
Quebec,10/1/2014,"3,499,265A"
Ontario,10/1/2014,"5,966,477A"
Manitoba,10/1/2014,"587,102A"
Saskatchewan,10/1/2014,"484,563A"
Alberta,10/1/2014,"2,090,245A"
British Columbia,10/1/2014,"2,042,835A"
Yukon,10/1/2014,"19,979A"
Northwest Territories,10/1/2014,"26,747A"
Nunavut,10/1/2014,"14,612A"
Canada,11/1/2014,"15,687,055A"
Newfoundland and Labrador,11/1/2014,"218,873A"
Prince Edward Island,11/1/2014,"62,783A"
Nova Scotia,11/1/2014,"401,019A"
New Brunswick,11/1/2014,"299,505A"
Quebec,11/1/2014,"3,498,643A"
Ontario,11/1/2014,"5,958,040A"
Manitoba,11/1/2014,"583,102A"
Saskatchewan,11/1/2014,"482,672A"
Alberta,11/1/2014,"2,080,717A"
British Columbia,11/1/2014,"2,040,605A"
Yukon,11/1/2014,"19,732A"
Northwest Territories,11/1/2014,"26,869A"
Nunavut,11/1/2014,"14,495A"
Canada,12/1/2014,"15,690,859A"
Newfoundland and Labrador,12/1/2014,"219,276A"
Prince Edward Island,12/1/2014,"62,285A"
Nova Scotia,12/1/2014,"400,100A"
New Brunswick,12/1/2014,"300,519A"
Quebec,12/1/2014,"3,498,823A"
Ontario,12/1/2014,"5,958,654A"
Manitoba,12/1/2014,"584,335A"
Saskatchewan,12/1/2014,"484,244A"
Alberta,12/1/2014,"2,084,221A"
British Columbia,12/1/2014,"2,037,088A"
Yukon,12/1/2014,"20,005A"
Northwest Territories,12/1/2014,"26,791A"
Nunavut,12/1/2014,"14,518A"
Canada,1/1/2015,"15,742,637A"
Newfoundland and Labrador,1/1/2015,"218,482A"
Prince Edward Island,1/1/2015,"62,802A"
Nova Scotia,1/1/2015,"402,312A"
New Brunswick,1/1/2015,"303,320A"
Quebec,1/1/2015,"3,493,470A"
Ontario,1/1/2015,"5,992,334A"
Manitoba,1/1/2015,"587,977A"
Saskatchewan,1/1/2015,"484,410A"
Alberta,1/1/2015,"2,087,077A"
British Columbia,1/1/2015,"2,049,285A"
Yukon,1/1/2015,"19,953A"
Northwest Territories,1/1/2015,"26,662A"
Nunavut,1/1/2015,"14,553A"
Canada,2/1/2015,"15,741,983A"
Newfoundland and Labrador,2/1/2015,"219,457A"
Prince Edward Island,2/1/2015,"62,067A"
Nova Scotia,2/1/2015,"401,415A"
New Brunswick,2/1/2015,"302,674A"
Quebec,2/1/2015,"3,502,140A"
Ontario,2/1/2015,"5,992,962A"
Manitoba,2/1/2015,"588,481A"
Saskatchewan,2/1/2015,"485,882A"
Alberta,2/1/2015,"2,072,745A"
British Columbia,2/1/2015,"2,052,061A"
Yukon,2/1/2015,"20,266A"
Northwest Territories,2/1/2015,"27,134A"
Nunavut,2/1/2015,"14,697A"
Canada,3/1/2015,"15,741,102A"
Newfoundland and Labrador,3/1/2015,"219,483A"
Prince Edward Island,3/1/2015,"61,655A"
Nova Scotia,3/1/2015,"402,703A"
New Brunswick,3/1/2015,"301,435A"
Quebec,3/1/2015,"3,502,856A"
Ontario,3/1/2015,"5,994,648A"
Manitoba,3/1/2015,"587,707A"
Saskatchewan,3/1/2015,"484,933A"
Alberta,3/1/2015,"2,066,741A"
British Columbia,3/1/2015,"2,056,787A"
Yukon,3/1/2015,"20,222A"
Northwest Territories,3/1/2015,"27,184A"
Nunavut,3/1/2015,"14,747A"
Canada,4/1/2015,"15,781,857A"
Newfoundland and Labrador,4/1/2015,"219,924A"
Prince Edward Island,4/1/2015,"62,322A"
Nova Scotia,4/1/2015,"401,287A"
New Brunswick,4/1/2015,"304,281A"
Quebec,4/1/2015,"3,509,401A"
Ontario,4/1/2015,"6,023,292A"
Manitoba,4/1/2015,"590,212A"
Saskatchewan,4/1/2015,"485,451A"
Alberta,4/1/2015,"2,061,626A"
British Columbia,4/1/2015,"2,061,625A"
Yukon,4/1/2015,"20,245A"
Northwest Territories,4/1/2015,"27,240A"
Nunavut,4/1/2015,"14,949A"
Canada,5/1/2015,"15,815,892A"
Newfoundland and Labrador,5/1/2015,"223,178A"
Prince Edward Island,5/1/2015,"62,124B"
Nova Scotia,5/1/2015,"402,760A"
New Brunswick,5/1/2015,"301,538A"
Quebec,5/1/2015,"3,509,906A"
Ontario,5/1/2015,"6,041,281A"
Manitoba,5/1/2015,"590,873A"
Saskatchewan,5/1/2015,"486,826A"
Alberta,5/1/2015,"2,061,441A"
British Columbia,5/1/2015,"2,073,636A"
Yukon,5/1/2015,"20,097A"
Northwest Territories,5/1/2015,"27,198A"
Nunavut,5/1/2015,"15,034A"
Canada,6/1/2015,"15,787,302A"
Newfoundland and Labrador,6/1/2015,"223,806A"
Prince Edward Island,6/1/2015,"62,180A"
Nova Scotia,6/1/2015,"403,771A"
New Brunswick,6/1/2015,"300,412A"
Quebec,6/1/2015,"3,500,138A"
Ontario,6/1/2015,"6,039,199A"
Manitoba,6/1/2015,"590,121A"
Saskatchewan,6/1/2015,"483,989A"
Alberta,6/1/2015,"2,045,278A"
British Columbia,6/1/2015,"2,075,784A"
Yukon,6/1/2015,"20,070A"
Northwest Territories,6/1/2015,"27,467A"
Nunavut,6/1/2015,"15,087A"
Canada,7/1/2015,"15,827,431A"
Newfoundland and Labrador,7/1/2015,"225,186A"
Prince Edward Island,7/1/2015,"63,456A"
Nova Scotia,7/1/2015,"406,849A"
New Brunswick,7/1/2015,"304,151A"
Quebec,7/1/2015,"3,495,333A"
Ontario,7/1/2015,"6,069,552A"
Manitoba,7/1/2015,"589,056A"
Saskatchewan,7/1/2015,"484,777A"
Alberta,7/1/2015,"2,044,879A"
British Columbia,7/1/2015,"2,081,693A"
Yukon,7/1/2015,"20,463A"
Northwest Territories,7/1/2015,"27,680A"
Nunavut,7/1/2015,"14,356A"
Canada,8/1/2015,"15,796,905A"
Newfoundland and Labrador,8/1/2015,"223,636A"
Prince Edward Island,8/1/2015,"62,726A"
Nova Scotia,8/1/2015,"401,799A"
New Brunswick,8/1/2015,"301,942A"
Quebec,8/1/2015,"3,507,126A"
Ontario,8/1/2015,"6,056,423A"
Manitoba,8/1/2015,"588,443A"
Saskatchewan,8/1/2015,"481,963A"
Alberta,8/1/2015,"2,032,194A"
British Columbia,8/1/2015,"2,078,972A"
Yukon,8/1/2015,"19,822A"
Northwest Territories,8/1/2015,"27,442A"
Nunavut,8/1/2015,"14,417A"
Canada,9/1/2015,"15,815,887A"
Newfoundland and Labrador,9/1/2015,"220,431A"
Prince Edward Island,9/1/2015,"62,916A"
Nova Scotia,9/1/2015,"402,036A"
New Brunswick,9/1/2015,"304,961A"
Quebec,9/1/2015,"3,510,790A"
Ontario,9/1/2015,"6,061,565A"
Manitoba,9/1/2015,"589,749A"
Saskatchewan,9/1/2015,"482,040A"
Alberta,9/1/2015,"2,033,166A"
British Columbia,9/1/2015,"2,085,716A"
Yukon,9/1/2015,"20,335A"
Northwest Territories,9/1/2015,"27,487A"
Nunavut,9/1/2015,"14,697A"
Canada,10/1/2015,"15,874,877A"
Newfoundland and Labrador,10/1/2015,"220,508A"
Prince Edward Island,10/1/2015,"63,108A"
Nova Scotia,10/1/2015,"402,449A"
New Brunswick,10/1/2015,"307,119A"
Quebec,10/1/2015,"3,511,627A"
Ontario,10/1/2015,"6,111,723A"
Manitoba,10/1/2015,"588,699A"
Saskatchewan,10/1/2015,"482,341A"
Alberta,10/1/2015,"2,029,854A"
British Columbia,10/1/2015,"2,094,822A"
Yukon,10/1/2015,"20,567A"
Northwest Territories,10/1/2015,"27,367A"
Nunavut,10/1/2015,"14,694A"
Canada,11/1/2015,"15,851,973A"
Newfoundland and Labrador,11/1/2015,"220,262A"
Prince Edward Island,11/1/2015,"63,367A"
Nova Scotia,11/1/2015,"404,043A"
New Brunswick,11/1/2015,"306,434A"
Quebec,11/1/2015,"3,507,844A"
Ontario,11/1/2015,"6,086,816A"
Manitoba,11/1/2015,"591,325A"
Saskatchewan,11/1/2015,"481,991A"
Alberta,11/1/2015,"2,026,242A"
British Columbia,11/1/2015,"2,100,980A"
Yukon,11/1/2015,"20,674A"
Northwest Territories,11/1/2015,"27,306A"
Nunavut,11/1/2015,"14,690A"
Canada,12/1/2015,"15,883,160A"
Newfoundland and Labrador,12/1/2015,"219,909A"
Prince Edward Island,12/1/2015,"63,462A"
Nova Scotia,12/1/2015,"403,189A"
New Brunswick,12/1/2015,"307,882A"
Quebec,12/1/2015,"3,505,482A"
Ontario,12/1/2015,"6,111,741A"
Manitoba,12/1/2015,"593,935A"
Saskatchewan,12/1/2015,"482,754A"
Alberta,12/1/2015,"2,023,085A"
British Columbia,12/1/2015,"2,109,344A"
Yukon,12/1/2015,"20,710A"
Northwest Territories,12/1/2015,"27,370A"
Nunavut,12/1/2015,"14,296A"
Canada,1/1/2016,"15,874,792A"
Newfoundland and Labrador,1/1/2016,"219,730A"
Prince Edward Island,1/1/2016,"62,777A"
Nova Scotia,1/1/2016,"403,409A"
New Brunswick,1/1/2016,"305,972A"
Quebec,1/1/2016,"3,520,082A"
Ontario,1/1/2016,"6,111,692A"
Manitoba,1/1/2016,"593,601A"
Saskatchewan,1/1/2016,"478,992A"
Alberta,1/1/2016,"2,004,045A"
British Columbia,1/1/2016,"2,111,715A"
Yukon,1/1/2016,"20,942A"
Northwest Territories,1/1/2016,"27,260A"
Nunavut,1/1/2016,"14,577A"
Canada,2/1/2016,"15,855,560A"
Newfoundland and Labrador,2/1/2016,"219,759A"
Prince Edward Island,2/1/2016,"62,936A"
Nova Scotia,2/1/2016,"402,131A"
New Brunswick,2/1/2016,"305,540A"
Quebec,2/1/2016,"3,513,196A"
Ontario,2/1/2016,"6,121,400A"
Manitoba,2/1/2016,"588,820A"
Saskatchewan,2/1/2016,"476,328A"
Alberta,2/1/2016,"1,992,888A"
British Columbia,2/1/2016,"2,109,667A"
Yukon,2/1/2016,"20,736A"
Northwest Territories,2/1/2016,"27,496A"
Nunavut,2/1/2016,"14,663A"
Canada,3/1/2016,"15,891,549A"
Newfoundland and Labrador,3/1/2016,"220,620A"
Prince Edward Island,3/1/2016,"63,120A"
Nova Scotia,3/1/2016,"401,955A"
New Brunswick,3/1/2016,"306,667A"
Quebec,3/1/2016,"3,520,250A"
Ontario,3/1/2016,"6,133,417A"
Manitoba,3/1/2016,"590,730A"
Saskatchewan,3/1/2016,"477,610A"
Alberta,3/1/2016,"1,992,161A"
British Columbia,3/1/2016,"2,122,028A"
Yukon,3/1/2016,"20,895A"
Northwest Territories,3/1/2016,"27,339A"
Nunavut,3/1/2016,"14,756A"
Canada,4/1/2016,"15,956,706A"
Newfoundland and Labrador,4/1/2016,"222,727A"
Prince Edward Island,4/1/2016,"63,288A"
Nova Scotia,4/1/2016,"404,556A"
New Brunswick,4/1/2016,"306,756A"
Quebec,4/1/2016,"3,531,446A"
Ontario,4/1/2016,"6,166,339A"
Manitoba,4/1/2016,"594,517A"
Saskatchewan,4/1/2016,"477,823A"
Alberta,4/1/2016,"1,993,928A"
British Columbia,4/1/2016,"2,132,248A"
Yukon,4/1/2016,"21,089A"
Northwest Territories,4/1/2016,"27,073A"
Nunavut,4/1/2016,"14,915A"
Canada,5/1/2016,"15,957,431A"
Newfoundland and Labrador,5/1/2016,"221,417A"
Prince Edward Island,5/1/2016,"63,395A"
Nova Scotia,5/1/2016,"405,827A"
New Brunswick,5/1/2016,"308,312A"
Quebec,5/1/2016,"3,539,290A"
Ontario,5/1/2016,"6,169,323A"
Manitoba,5/1/2016,"592,757A"
Saskatchewan,5/1/2016,"478,855A"
Alberta,5/1/2016,"1,977,325A"
British Columbia,5/1/2016,"2,138,579A"
Yukon,5/1/2016,"21,092A"
Northwest Territories,5/1/2016,"26,289A"
Nunavut,5/1/2016,"14,970A"
Canada,6/1/2016,"16,020,301A"
Newfoundland and Labrador,6/1/2016,"222,531A"
Prince Edward Island,6/1/2016,"63,845A"
Nova Scotia,6/1/2016,"406,268A"
New Brunswick,6/1/2016,"308,852A"
Quebec,6/1/2016,"3,557,045A"
Ontario,6/1/2016,"6,196,328A"
Manitoba,6/1/2016,"595,654A"
Saskatchewan,6/1/2016,"480,653A"
Alberta,6/1/2016,"1,979,928A"
British Columbia,6/1/2016,"2,146,778A"
Yukon,6/1/2016,"21,045A"
Northwest Territories,6/1/2016,"26,522A"
Nunavut,6/1/2016,"14,850A"
Canada,7/1/2016,"16,013,293A"
Newfoundland and Labrador,7/1/2016,"220,084A"
Prince Edward Island,7/1/2016,"63,109A"
Nova Scotia,7/1/2016,"403,848A"
New Brunswick,7/1/2016,"307,563A"
Quebec,7/1/2016,"3,560,059A"
Ontario,7/1/2016,"6,194,914A"
Manitoba,7/1/2016,"594,411A"
Saskatchewan,7/1/2016,"477,996A"
Alberta,7/1/2016,"1,978,958A"
British Columbia,7/1/2016,"2,149,360A"
Yukon,7/1/2016,"21,112A"
Northwest Territories,7/1/2016,"26,807A"
Nunavut,7/1/2016,"15,072A"
Canada,8/1/2016,"15,994,935A"
Newfoundland and Labrador,8/1/2016,"220,208A"
Prince Edward Island,8/1/2016,"63,274A"
Nova Scotia,8/1/2016,"405,081A"
New Brunswick,8/1/2016,"307,770A"
Quebec,8/1/2016,"3,554,693A"
Ontario,8/1/2016,"6,192,007A"
Manitoba,8/1/2016,"596,161A"
Saskatchewan,8/1/2016,"476,158A"
Alberta,8/1/2016,"1,967,417A"
British Columbia,8/1/2016,"2,150,243A"
Yukon,8/1/2016,"20,343A"
Northwest Territories,8/1/2016,"26,528A"
Nunavut,8/1/2016,"15,053A"
Canada,9/1/2016,"16,054,032A"
Newfoundland and Labrador,9/1/2016,"222,826A"
Prince Edward Island,9/1/2016,"64,104A"
Nova Scotia,9/1/2016,"405,958A"
New Brunswick,9/1/2016,"309,899A"
Quebec,9/1/2016,"3,567,791A"
Ontario,9/1/2016,"6,223,304A"
Manitoba,9/1/2016,"598,794A"
Saskatchewan,9/1/2016,"476,401A"
Alberta,9/1/2016,"1,967,312A"
British Columbia,9/1/2016,"2,155,040A"
Yukon,9/1/2016,"21,184A"
Northwest Territories,9/1/2016,"26,815A"
Nunavut,9/1/2016,"14,604A"
Canada,10/1/2016,"16,051,621A"
Newfoundland and Labrador,10/1/2016,"221,939A"
Prince Edward Island,10/1/2016,"63,651A"
Nova Scotia,10/1/2016,"405,356A"
New Brunswick,10/1/2016,"307,997A"
Quebec,10/1/2016,"3,573,965A"
Ontario,10/1/2016,"6,217,076A"
Manitoba,10/1/2016,"599,908A"
Saskatchewan,10/1/2016,"477,627A"
Alberta,10/1/2016,"1,962,090A"
British Columbia,10/1/2016,"2,159,580A"
Yukon,10/1/2016,"21,208A"
Northwest Territories,10/1/2016,"26,484A"
Nunavut,10/1/2016,"14,740A"
Canada,11/1/2016,"16,071,300A"
Newfoundland and Labrador,11/1/2016,"222,420A"
Prince Edward Island,11/1/2016,"64,031A"
Nova Scotia,11/1/2016,"406,144A"
New Brunswick,11/1/2016,"309,038A"
Quebec,11/1/2016,"3,572,462A"
Ontario,11/1/2016,"6,237,383A"
Manitoba,11/1/2016,"598,217A"
Saskatchewan,11/1/2016,"475,510A"
