Province,Date,Value
Quebec,3/1/2002,71.2
Quebec,3/1/2002,70.2
Ottawa-Gatineau,3/1/2002,62.8
Ontario,3/1/2002,65.5
Ontario,3/1/2002,67.7
Manitoba,3/1/2002,61.6
Saskatchewan,3/1/2002,69.1
Saskatchewan,3/1/2002,68.2
Alberta,3/1/2002,58.9
Alberta,3/1/2002,61.2
British Columbia,3/1/2002,65.7
British Columbia,3/1/2002,69.4
Yukon,3/1/2002,73.2
Northwest Territories,3/1/2002,83.1
Newfoundland and Labrador,4/1/2002,76
Prince Edward Island,4/1/2002,65.2
Nova Scotia,4/1/2002,75.3
New Brunswick,4/1/2002,73.6
Quebec,4/1/2002,75.2
Quebec,4/1/2002,73
Ottawa-Gatineau,4/1/2002,65.9
Ontario,4/1/2002,69.1
Ontario,4/1/2002,71.9
Manitoba,4/1/2002,67
Saskatchewan,4/1/2002,73.9
Saskatchewan,4/1/2002,74.9
Alberta,4/1/2002,65.4
Alberta,4/1/2002,66.9
British Columbia,4/1/2002,71.2
British Columbia,4/1/2002,75.5
Yukon,4/1/2002,78.8
Northwest Territories,4/1/2002,89.4
Newfoundland and Labrador,5/1/2002,79
Prince Edward Island,5/1/2002,70.7
Nova Scotia,5/1/2002,74.2
New Brunswick,5/1/2002,73.1
Quebec,5/1/2002,75.4
Quebec,5/1/2002,69
Ottawa-Gatineau,5/1/2002,64.3
Ontario,5/1/2002,66.9
Ontario,5/1/2002,71.9
Manitoba,5/1/2002,64.5
Saskatchewan,5/1/2002,72.1
Saskatchewan,5/1/2002,73.8
Alberta,5/1/2002,63.9
Alberta,5/1/2002,65.9
British Columbia,5/1/2002,73.1
British Columbia,5/1/2002,75.5
Yukon,5/1/2002,82.3
Northwest Territories,5/1/2002,89.1
Newfoundland and Labrador,6/1/2002,77.3
Prince Edward Island,6/1/2002,68.6
Nova Scotia,6/1/2002,73.8
New Brunswick,6/1/2002,72.6
Quebec,6/1/2002,73.3
Quebec,6/1/2002,68.2
Ottawa-Gatineau,6/1/2002,64.5
Ontario,6/1/2002,66.5
Ontario,6/1/2002,73.8
Manitoba,6/1/2002,65.6
Saskatchewan,6/1/2002,74.6
Saskatchewan,6/1/2002,74.5
Alberta,6/1/2002,66.1
Alberta,6/1/2002,64.8
British Columbia,6/1/2002,73.3
British Columbia,6/1/2002,76.1
Yukon,6/1/2002,84.8
Northwest Territories,6/1/2002,89.3
Newfoundland and Labrador,7/1/2002,77.2
Prince Edward Island,7/1/2002,67.7
Nova Scotia,7/1/2002,74.9
New Brunswick,7/1/2002,73.3
Quebec,7/1/2002,72.8
Quebec,7/1/2002,73.5
Ottawa-Gatineau,7/1/2002,66.6
Ontario,7/1/2002,69
Ontario,7/1/2002,73.2
Manitoba,7/1/2002,68.2
Saskatchewan,7/1/2002,75.4
Saskatchewan,7/1/2002,75.1
Alberta,7/1/2002,67.8
Alberta,7/1/2002,67.2
British Columbia,7/1/2002,73.7
British Columbia,7/1/2002,77.9
Yukon,7/1/2002,84.8
Northwest Territories,7/1/2002,89.4
Newfoundland and Labrador,8/1/2002,79.3
Prince Edward Island,8/1/2002,70.8
Nova Scotia,8/1/2002,77.9
New Brunswick,8/1/2002,75.5
Quebec,8/1/2002,75.4
Quebec,8/1/2002,75.3
Ottawa-Gatineau,8/1/2002,68.7
Ontario,8/1/2002,70.3
Ontario,8/1/2002,74.7
Manitoba,8/1/2002,68.7
Saskatchewan,8/1/2002,77.3
Saskatchewan,8/1/2002,77.7
Alberta,8/1/2002,68.8
Alberta,8/1/2002,71.2
British Columbia,8/1/2002,74
British Columbia,8/1/2002,77.9
Yukon,8/1/2002,84.8
Northwest Territories,8/1/2002,90.6
Newfoundland and Labrador,9/1/2002,80.6
Prince Edward Island,9/1/2002,72.5
Nova Scotia,9/1/2002,77.9
New Brunswick,9/1/2002,75.9
Quebec,9/1/2002,76.3
Quebec,9/1/2002,73.8
Ottawa-Gatineau,9/1/2002,70
Ontario,9/1/2002,70.7
Ontario,9/1/2002,74.2
Manitoba,9/1/2002,67.5
Saskatchewan,9/1/2002,77.7
Saskatchewan,9/1/2002,78.9
Alberta,9/1/2002,68.4
Alberta,9/1/2002,70.2
British Columbia,9/1/2002,75.3
British Columbia,9/1/2002,77.7
Yukon,9/1/2002,84.8
Northwest Territories,9/1/2002,91.7
Newfoundland and Labrador,10/1/2002,81.4
Prince Edward Island,10/1/2002,73.9
Nova Scotia,10/1/2002,78.9
New Brunswick,10/1/2002,77.2
Quebec,10/1/2002,77.1
Quebec,10/1/2002,77.5
Ottawa-Gatineau,10/1/2002,71.7
Ontario,10/1/2002,71.2
Ontario,10/1/2002,75.5
Manitoba,10/1/2002,62.6
Saskatchewan,10/1/2002,77.1
Saskatchewan,10/1/2002,78.9
Alberta,10/1/2002,67.5
Alberta,10/1/2002,68.7
British Columbia,10/1/2002,76.9
British Columbia,10/1/2002,77.5
Yukon,10/1/2002,84.8
Northwest Territories,10/1/2002,91.7
Newfoundland and Labrador,11/1/2002,83.1
Prince Edward Island,11/1/2002,76.3
Nova Scotia,11/1/2002,78.1
New Brunswick,11/1/2002,77.5
Quebec,11/1/2002,74.3
Quebec,11/1/2002,73.1
Ottawa-Gatineau,11/1/2002,71.6
Ontario,11/1/2002,70
Ontario,11/1/2002,74.2
Manitoba,11/1/2002,65.5
Saskatchewan,11/1/2002,76.3
Saskatchewan,11/1/2002,77.2
Alberta,11/1/2002,68.4
Alberta,11/1/2002,67.8
British Columbia,11/1/2002,76.1
British Columbia,11/1/2002,77.2
Yukon,11/1/2002,84.8
Northwest Territories,11/1/2002,91.7
Newfoundland and Labrador,12/1/2002,80.5
Prince Edward Island,12/1/2002,74
Nova Scotia,12/1/2002,76.2
New Brunswick,12/1/2002,76.3
Quebec,12/1/2002,70.3
Quebec,12/1/2002,73.7
Ottawa-Gatineau,12/1/2002,70.9
Ontario,12/1/2002,69.7
Ontario,12/1/2002,70.3
Manitoba,12/1/2002,60.5
Saskatchewan,12/1/2002,72.9
Saskatchewan,12/1/2002,71.2
Alberta,12/1/2002,66.4
Alberta,12/1/2002,62.2
British Columbia,12/1/2002,70.9
British Columbia,12/1/2002,74.8
Yukon,12/1/2002,84.8
Northwest Territories,12/1/2002,91.7
Newfoundland and Labrador,1/1/2003,84.1
Prince Edward Island,1/1/2003,72.8
Nova Scotia,1/1/2003,82.5
New Brunswick,1/1/2003,82.4
Quebec,1/1/2003,77.9
Quebec,1/1/2003,79.2
Ottawa-Gatineau,1/1/2003,74.4
Ontario,1/1/2003,73.3
Ontario,1/1/2003,75.5
Manitoba,1/1/2003,67.1
Saskatchewan,1/1/2003,78.5
Saskatchewan,1/1/2003,76.3
Alberta,1/1/2003,68.3
Alberta,1/1/2003,66.6
British Columbia,1/1/2003,74.1
British Columbia,1/1/2003,76.9
Yukon,1/1/2003,85.2
Northwest Territories,1/1/2003,91.7
Newfoundland and Labrador,2/1/2003,85.7
Prince Edward Island,2/1/2003,77.9
Nova Scotia,2/1/2003,84.9
New Brunswick,2/1/2003,87.1
Quebec,2/1/2003,85.8
Quebec,2/1/2003,85.8
Ottawa-Gatineau,2/1/2003,79.1
Ontario,2/1/2003,78.2
Ontario,2/1/2003,82.1
Manitoba,2/1/2003,74.9
Saskatchewan,2/1/2003,83.8
Saskatchewan,2/1/2003,79.7
Alberta,2/1/2003,71.9
Alberta,2/1/2003,71.9
British Columbia,2/1/2003,79.4
British Columbia,2/1/2003,83.4
Yukon,2/1/2003,90.9
Northwest Territories,2/1/2003,94.7
Newfoundland and Labrador,3/1/2003,89.4
Prince Edward Island,3/1/2003,82.9
Nova Scotia,3/1/2003,85.8
New Brunswick,3/1/2003,87.3
Quebec,3/1/2003,86.7
Quebec,3/1/2003,84.8
Ottawa-Gatineau,3/1/2003,77.3
Ontario,3/1/2003,76.8
Ontario,3/1/2003,81.5
Manitoba,3/1/2003,75.8
Saskatchewan,3/1/2003,83.6
Saskatchewan,3/1/2003,82.5
Alberta,3/1/2003,74.9
Alberta,3/1/2003,71.6
British Columbia,3/1/2003,87.7
British Columbia,3/1/2003,90
Yukon,3/1/2003,87.7
Northwest Territories,3/1/2003,98.9
Newfoundland and Labrador,4/1/2003,83.9
Prince Edward Island,4/1/2003,81.6
Nova Scotia,4/1/2003,77.5
New Brunswick,4/1/2003,78.4
Quebec,4/1/2003,78.2
Quebec,4/1/2003,75
Ottawa-Gatineau,4/1/2003,67.6
Ontario,4/1/2003,70.9
Ontario,4/1/2003,75.8
Manitoba,4/1/2003,69.7
Saskatchewan,4/1/2003,71.3
Saskatchewan,4/1/2003,76.7
Alberta,4/1/2003,67.6
Alberta,4/1/2003,66.8
British Columbia,4/1/2003,79.1
British Columbia,4/1/2003,83.5
Yukon,4/1/2003,85.3
Northwest Territories,4/1/2003,97.5
Newfoundland and Labrador,5/1/2003,80.4
Prince Edward Island,5/1/2003,73.5
Nova Scotia,5/1/2003,71.2
New Brunswick,5/1/2003,72.3
Quebec,5/1/2003,71.5
Quebec,5/1/2003,70.9
Ottawa-Gatineau,5/1/2003,65.5
Ontario,5/1/2003,64.2
Ontario,5/1/2003,72.5
Manitoba,5/1/2003,63.7
Saskatchewan,5/1/2003,70.4
Saskatchewan,5/1/2003,73.3
Alberta,5/1/2003,64.6
Alberta,5/1/2003,63.6
British Columbia,5/1/2003,72.5
British Columbia,5/1/2003,79.9
Yukon,5/1/2003,77.4
Northwest Territories,5/1/2003,92
Newfoundland and Labrador,6/1/2003,79
Prince Edward Island,6/1/2003,68.8
Nova Scotia,6/1/2003,72.9
New Brunswick,6/1/2003,73.7
Quebec,6/1/2003,73.8
Quebec,6/1/2003,72.8
Ottawa-Gatineau,6/1/2003,65.2
Ontario,6/1/2003,65.8
Ontario,6/1/2003,76
Manitoba,6/1/2003,63.4
Saskatchewan,6/1/2003,72.1
Saskatchewan,6/1/2003,73.3
Alberta,6/1/2003,65
Alberta,6/1/2003,64.9
British Columbia,6/1/2003,74.1
British Columbia,6/1/2003,79.9
Yukon,6/1/2003,82.4
Northwest Territories,6/1/2003,89.9
Newfoundland and Labrador,7/1/2003,79.3
Prince Edward Island,7/1/2003,68.8
Nova Scotia,7/1/2003,76.4
New Brunswick,7/1/2003,75.1
Quebec,7/1/2003,75.2
Quebec,7/1/2003,74.4
Ottawa-Gatineau,7/1/2003,68.3
Ontario,7/1/2003,65.8
Ontario,7/1/2003,75
Manitoba,7/1/2003,67.2
Saskatchewan,7/1/2003,74.7
Saskatchewan,7/1/2003,74.4
Alberta,7/1/2003,65.7
Alberta,7/1/2003,64.1
British Columbia,7/1/2003,73.4
British Columbia,7/1/2003,79.9
Yukon,7/1/2003,84.8
Northwest Territories,7/1/2003,89.9
Newfoundland and Labrador,8/1/2003,81.4
Prince Edward Island,8/1/2003,70.9
Nova Scotia,8/1/2003,81.6
New Brunswick,8/1/2003,81.2
Quebec,8/1/2003,82.7
Quebec,8/1/2003,80
Ottawa-Gatineau,8/1/2003,75.5
Ontario,8/1/2003,75.9
Ontario,8/1/2003,80.3
Manitoba,8/1/2003,68.8
Saskatchewan,8/1/2003,80.7
Saskatchewan,8/1/2003,80.9
Alberta,8/1/2003,71.7
Alberta,8/1/2003,69.9
British Columbia,8/1/2003,84.1
British Columbia,8/1/2003,86.2
Yukon,8/1/2003,86.3
Northwest Territories,8/1/2003,89.9
Newfoundland and Labrador,9/1/2003,87.9
Prince Edward Island,9/1/2003,76.4
Nova Scotia,9/1/2003,80.9
New Brunswick,9/1/2003,82.7
Quebec,9/1/2003,79.9
Quebec,9/1/2003,76.8
Ottawa-Gatineau,9/1/2003,71.4
Ontario,9/1/2003,73.2
Ontario,9/1/2003,82.3
Manitoba,9/1/2003,72.6
Saskatchewan,9/1/2003,81.4
Saskatchewan,9/1/2003,81.6
Alberta,9/1/2003,72
Alberta,9/1/2003,72.7
British Columbia,9/1/2003,81.1
British Columbia,9/1/2003,84.9
Yukon,9/1/2003,89.8
Northwest Territories,9/1/2003,91.7
Newfoundland and Labrador,10/1/2003,82.1
Prince Edward Island,10/1/2003,74.7
Nova Scotia,10/1/2003,75.2
New Brunswick,10/1/2003,75.9
Quebec,10/1/2003,76.3
Quebec,10/1/2003,74.6
Ottawa-Gatineau,10/1/2003,68.9
Ontario,10/1/2003,70.8
Ontario,10/1/2003,76.7
Manitoba,10/1/2003,64.7
Saskatchewan,10/1/2003,75.2
Saskatchewan,10/1/2003,75.5
Alberta,10/1/2003,65.1
Alberta,10/1/2003,64.2
British Columbia,10/1/2003,70.5
British Columbia,10/1/2003,77.7
Yukon,10/1/2003,79.5
Northwest Territories,10/1/2003,89.9
Newfoundland and Labrador,11/1/2003,80.9
Prince Edward Island,11/1/2003,70.8
Nova Scotia,11/1/2003,72.7
New Brunswick,11/1/2003,74.3
Quebec,11/1/2003,71.7
Quebec,11/1/2003,72.4
Ottawa-Gatineau,11/1/2003,64.6
Ontario,11/1/2003,68.3
Ontario,11/1/2003,73.3
Manitoba,11/1/2003,62.1
Saskatchewan,11/1/2003,70.7
Saskatchewan,11/1/2003,70.1
Alberta,11/1/2003,61.8
Alberta,11/1/2003,61.2
British Columbia,11/1/2003,73.1
British Columbia,11/1/2003,76.9
Yukon,11/1/2003,78.4
Northwest Territories,11/1/2003,89.9
Newfoundland and Labrador,12/1/2003,80
Prince Edward Island,12/1/2003,68.7
Nova Scotia,12/1/2003,73.9
New Brunswick,12/1/2003,74.8
Quebec,12/1/2003,73.9
Quebec,12/1/2003,73.5
Ottawa-Gatineau,12/1/2003,65.1
Ontario,12/1/2003,67.8
Ontario,12/1/2003,71.7
Manitoba,12/1/2003,61
Saskatchewan,12/1/2003,69.3
Saskatchewan,12/1/2003,66.9
Alberta,12/1/2003,60.4
Alberta,12/1/2003,58.1
British Columbia,12/1/2003,72
British Columbia,12/1/2003,74.5
Yukon,12/1/2003,75.4
Northwest Territories,12/1/2003,89.9
Newfoundland and Labrador,1/1/2004,81.7
Prince Edward Island,1/1/2004,68.7
Nova Scotia,1/1/2004,77.9
New Brunswick,1/1/2004,78.7
Quebec,1/1/2004,77.8
Quebec,1/1/2004,78.6
Ottawa-Gatineau,1/1/2004,69.4
Ontario,1/1/2004,72.8
Ontario,1/1/2004,74.4
Manitoba,1/1/2004,63.5
Saskatchewan,1/1/2004,73.4
Saskatchewan,1/1/2004,70.2
Alberta,1/1/2004,64.6
Alberta,1/1/2004,65.9
British Columbia,1/1/2004,72.9
British Columbia,1/1/2004,77.1
Yukon,1/1/2004,77.8
Northwest Territories,1/1/2004,89.9
Newfoundland and Labrador,2/1/2004,84.1
Prince Edward Island,2/1/2004,72.9
Nova Scotia,2/1/2004,81.2
New Brunswick,2/1/2004,81.5
Quebec,2/1/2004,82.4
Quebec,2/1/2004,80.5
Ottawa-Gatineau,2/1/2004,72.7
Ontario,2/1/2004,73.7
Ontario,2/1/2004,68
Manitoba,2/1/2004,69
Saskatchewan,2/1/2004,76
Saskatchewan,2/1/2004,77.2
Alberta,2/1/2004,68.3
Alberta,2/1/2004,64.9
British Columbia,2/1/2004,79
British Columbia,2/1/2004,79.9
Yukon,2/1/2004,86.9
Northwest Territories,2/1/2004,89.9
Newfoundland and Labrador,3/1/2004,87.8
Prince Edward Island,3/1/2004,76.8
Nova Scotia,3/1/2004,84.7
New Brunswick,3/1/2004,83.5
Quebec,3/1/2004,85.5
Quebec,3/1/2004,82.1
Ottawa-Gatineau,3/1/2004,73.8
Ontario,3/1/2004,71.2
Ontario,3/1/2004,80.1
Manitoba,3/1/2004,68.6
Saskatchewan,3/1/2004,79.4
Saskatchewan,3/1/2004,78.9
Alberta,3/1/2004,72.2
Alberta,3/1/2004,71.7
British Columbia,3/1/2004,81
British Columbia,3/1/2004,84.9
Yukon,3/1/2004,89
Northwest Territories,3/1/2004,91.8
Newfoundland and Labrador,4/1/2004,89
Prince Edward Island,4/1/2004,83.4
Nova Scotia,4/1/2004,85
New Brunswick,4/1/2004,84.7
Quebec,4/1/2004,83.7
Quebec,4/1/2004,82.3
Ottawa-Gatineau,4/1/2004,75.8
Ontario,4/1/2004,72.8
Ontario,4/1/2004,77
Manitoba,4/1/2004,69.4
Saskatchewan,4/1/2004,80.4
Saskatchewan,4/1/2004,80.3
Alberta,4/1/2004,74.9
Alberta,4/1/2004,73.2
British Columbia,4/1/2004,86.8
British Columbia,4/1/2004,88.3
Yukon,4/1/2004,91
Northwest Territories,4/1/2004,92.9
Newfoundland and Labrador,5/1/2004,94.7
Prince Edward Island,5/1/2004,86.6
Nova Scotia,5/1/2004,96
New Brunswick,5/1/2004,94.5
Quebec,5/1/2004,96.5
Quebec,5/1/2004,95.9
Ottawa-Gatineau,5/1/2004,87.5
Ontario,5/1/2004,85.2
Ontario,5/1/2004,93.4
Manitoba,5/1/2004,85.6
Saskatchewan,5/1/2004,90
Saskatchewan,5/1/2004,91
Alberta,5/1/2004,84.8
Alberta,5/1/2004,83.1
British Columbia,5/1/2004,95.6
British Columbia,5/1/2004,97.1
Yukon,5/1/2004,97.9
Northwest Territories,5/1/2004,96.4
Newfoundland and Labrador,6/1/2004,97.9
Prince Edward Island,6/1/2004,93.7
Nova Scotia,6/1/2004,92.7
New Brunswick,6/1/2004,95.1
Quebec,6/1/2004,92.2
Quebec,6/1/2004,90.3
Ottawa-Gatineau,6/1/2004,81.3
Ontario,6/1/2004,79.5
Ontario,6/1/2004,92.1
Manitoba,6/1/2004,85.2
Saskatchewan,6/1/2004,86.5
Saskatchewan,6/1/2004,90.8
Alberta,6/1/2004,85.8
Alberta,6/1/2004,80.8
British Columbia,6/1/2004,93.6
British Columbia,6/1/2004,97
Yukon,6/1/2004,101.3
Northwest Territories,6/1/2004,104.8
Newfoundland and Labrador,7/1/2004,93.2
Prince Edward Island,7/1/2004,88.6
Nova Scotia,7/1/2004,91.5
New Brunswick,7/1/2004,90.2
Quebec,7/1/2004,90.7
Quebec,7/1/2004,87.2
Ottawa-Gatineau,7/1/2004,81.3
Ontario,7/1/2004,76.3
Ontario,7/1/2004,86.9
Manitoba,7/1/2004,79.7
Saskatchewan,7/1/2004,84.4
Saskatchewan,7/1/2004,86.5
Alberta,7/1/2004,77.4
Alberta,7/1/2004,76.4
British Columbia,7/1/2004,88.2
British Columbia,7/1/2004,93.9
Yukon,7/1/2004,97.3
Northwest Territories,7/1/2004,101.8
Newfoundland and Labrador,8/1/2004,94
Prince Edward Island,8/1/2004,87.4
Nova Scotia,8/1/2004,90.7
New Brunswick,8/1/2004,91.3
Quebec,8/1/2004,88.2
Quebec,8/1/2004,88
Ottawa-Gatineau,8/1/2004,80.8
Ontario,8/1/2004,78.2
Ontario,8/1/2004,84.3
Manitoba,8/1/2004,79.9
Saskatchewan,8/1/2004,84.2
Saskatchewan,8/1/2004,85.3
Alberta,8/1/2004,77
Alberta,8/1/2004,75.6
British Columbia,8/1/2004,90.4
British Columbia,8/1/2004,93.9
Yukon,8/1/2004,95.8
Northwest Territories,8/1/2004,99.9
Newfoundland and Labrador,9/1/2004,94.1
Prince Edward Island,9/1/2004,87.6
Nova Scotia,9/1/2004,88.8
New Brunswick,9/1/2004,89.2
Quebec,9/1/2004,87.4
Quebec,9/1/2004,87
Ottawa-Gatineau,9/1/2004,74.9
Ontario,9/1/2004,78.7
Ontario,9/1/2004,82.3
Manitoba,9/1/2004,78.6
Saskatchewan,9/1/2004,84
Saskatchewan,9/1/2004,82.2
Alberta,9/1/2004,75.1
Alberta,9/1/2004,74.3
British Columbia,9/1/2004,88
British Columbia,9/1/2004,93.9
Yukon,9/1/2004,96.3
Northwest Territories,9/1/2004,99.9
Newfoundland and Labrador,10/1/2004,97.3
Prince Edward Island,10/1/2004,87.7
Nova Scotia,10/1/2004,92.2
New Brunswick,10/1/2004,93.2
Quebec,10/1/2004,91.4
Quebec,10/1/2004,93.2
Ottawa-Gatineau,10/1/2004,80.1
Ontario,10/1/2004,81.6
Ontario,10/1/2004,88.1
Manitoba,10/1/2004,81.3
Saskatchewan,10/1/2004,87.2
Saskatchewan,10/1/2004,87.4
Alberta,10/1/2004,79.3
Alberta,10/1/2004,79.9
British Columbia,10/1/2004,89.5
British Columbia,10/1/2004,93.9
Yukon,10/1/2004,99.3
Northwest Territories,10/1/2004,99.9
Newfoundland and Labrador,11/1/2004,94.9
Prince Edward Island,11/1/2004,90.6
Nova Scotia,11/1/2004,87.3
New Brunswick,11/1/2004,90.1
Quebec,11/1/2004,87.4
Quebec,11/1/2004,84.5
Ottawa-Gatineau,11/1/2004,76.9
Ontario,11/1/2004,77.3
Ontario,11/1/2004,84.9
Manitoba,11/1/2004,81.1
Saskatchewan,11/1/2004,85.1
Saskatchewan,11/1/2004,83.4
Alberta,11/1/2004,77.4
Alberta,11/1/2004,78.7
British Columbia,11/1/2004,85.6
British Columbia,11/1/2004,92.2
Yukon,11/1/2004,99.8
Northwest Territories,11/1/2004,98.9
Newfoundland and Labrador,12/1/2004,91.3
Prince Edward Island,12/1/2004,84.9
Nova Scotia,12/1/2004,82
New Brunswick,12/1/2004,83.6
Quebec,12/1/2004,81.3
Quebec,12/1/2004,79.4
Ottawa-Gatineau,12/1/2004,72.1
Ontario,12/1/2004,72.5
Ontario,12/1/2004,82.5
Manitoba,12/1/2004,78.7
Saskatchewan,12/1/2004,79.7
Saskatchewan,12/1/2004,81
Alberta,12/1/2004,73.7
Alberta,12/1/2004,73.1
British Columbia,12/1/2004,80.8
British Columbia,12/1/2004,86.5
Yukon,12/1/2004,94.5
Northwest Territories,12/1/2004,95.9
Newfoundland and Labrador,1/1/2005,87.5
Prince Edward Island,1/1/2005,80.4
Nova Scotia,1/1/2005,83.6
New Brunswick,1/1/2005,83.6
Quebec,1/1/2005,83.2
Quebec,1/1/2005,83.7
Ottawa-Gatineau,1/1/2005,76.8
Ontario,1/1/2005,78
Ontario,1/1/2005,80.7
Manitoba,1/1/2005,76.6
Saskatchewan,1/1/2005,79.8
Saskatchewan,1/1/2005,78.8
Alberta,1/1/2005,73.6
Alberta,1/1/2005,72
British Columbia,1/1/2005,82.2
British Columbia,1/1/2005,83.2
Yukon,1/1/2005,90.3
Northwest Territories,1/1/2005,95.9
Newfoundland and Labrador,2/1/2005,92.6
Prince Edward Island,2/1/2005,83
Nova Scotia,2/1/2005,87.4
New Brunswick,2/1/2005,88.2
Quebec,2/1/2005,85.9
Quebec,2/1/2005,85.2
Ottawa-Gatineau,2/1/2005,78.5
Ontario,2/1/2005,79
Ontario,2/1/2005,88.4
Manitoba,2/1/2005,80.2
Saskatchewan,2/1/2005,85.4
Saskatchewan,2/1/2005,84.6
Alberta,2/1/2005,77.4
Alberta,2/1/2005,76.4
British Columbia,2/1/2005,88
British Columbia,2/1/2005,88.4
Yukon,2/1/2005,93.5
Northwest Territories,2/1/2005,96.8
Newfoundland and Labrador,3/1/2005,93.9
Prince Edward Island,3/1/2005,86.4
Nova Scotia,3/1/2005,91.8
New Brunswick,3/1/2005,92.3
Quebec,3/1/2005,92.7
Quebec,3/1/2005,91.4
Ottawa-Gatineau,3/1/2005,82.4
Ontario,3/1/2005,83.8
Ontario,3/1/2005,90.9
Manitoba,3/1/2005,84.1
Saskatchewan,3/1/2005,89.6
Saskatchewan,3/1/2005,90
Alberta,3/1/2005,80.8
Alberta,3/1/2005,81.7
British Columbia,3/1/2005,92
British Columbia,3/1/2005,92.8
Yukon,3/1/2005,97.4
Northwest Territories,3/1/2005,96.9
Newfoundland and Labrador,4/1/2005,99.4
Prince Edward Island,4/1/2005,92.9
Nova Scotia,4/1/2005,96.8
New Brunswick,4/1/2005,95.9
Quebec,4/1/2005,94.1
Quebec,4/1/2005,94.5
Ottawa-Gatineau,4/1/2005,87
Ontario,4/1/2005,87.6
Ontario,4/1/2005,92.7
Manitoba,4/1/2005,89.1
Saskatchewan,4/1/2005,94.4
Saskatchewan,4/1/2005,94.3
Alberta,4/1/2005,86.6
Alberta,4/1/2005,86.4
British Columbia,4/1/2005,101.4
British Columbia,4/1/2005,101.4
Yukon,4/1/2005,104.8
Northwest Territories,4/1/2005,100.5
Newfoundland and Labrador,5/1/2005,99.9
Prince Edward Island,5/1/2005,97.2
Nova Scotia,5/1/2005,93.6
New Brunswick,5/1/2005,95.4
Quebec,5/1/2005,93.3
Quebec,5/1/2005,89.9
Ottawa-Gatineau,5/1/2005,82.9
Ontario,5/1/2005,84.2
Ontario,5/1/2005,90.1
Manitoba,5/1/2005,87.5
Saskatchewan,5/1/2005,89.5
Saskatchewan,5/1/2005,89
Alberta,5/1/2005,80.8
Alberta,5/1/2005,83.1
British Columbia,5/1/2005,97
British Columbia,5/1/2005,100.3
Yukon,5/1/2005,103.5
Northwest Territories,5/1/2005,102.8
Newfoundland and Labrador,6/1/2005,99.8
Prince Edward Island,6/1/2005,94.3
Nova Scotia,6/1/2005,95.3
New Brunswick,6/1/2005,94.3
Quebec,6/1/2005,95.2
Quebec,6/1/2005,96.5
Ottawa-Gatineau,6/1/2005,87.1
Ontario,6/1/2005,88.1
Ontario,6/1/2005,91.5
Manitoba,6/1/2005,87.7
Saskatchewan,6/1/2005,91.7
Saskatchewan,6/1/2005,91.8
Alberta,6/1/2005,83.5
Alberta,6/1/2005,84
British Columbia,6/1/2005,96.7
British Columbia,6/1/2005,97.5
Yukon,6/1/2005,100.5
Northwest Territories,6/1/2005,102.8
Newfoundland and Labrador,7/1/2005,104
Prince Edward Island,7/1/2005,97.7
Nova Scotia,7/1/2005,100.4
New Brunswick,7/1/2005,100.3
Quebec,7/1/2005,101.4
Quebec,7/1/2005,98.9
Ottawa-Gatineau,7/1/2005,91.6
Ontario,7/1/2005,90.1
Ontario,7/1/2005,94.6
Manitoba,7/1/2005,92.5
Saskatchewan,7/1/2005,92.7
Saskatchewan,7/1/2005,96.9
Alberta,7/1/2005,88.6
Alberta,7/1/2005,90.2
British Columbia,7/1/2005,99.5
British Columbia,7/1/2005,101.4
Yukon,7/1/2005,106.3
Northwest Territories,7/1/2005,103.5
Newfoundland and Labrador,8/1/2005,108
Prince Edward Island,8/1/2005,100
Nova Scotia,8/1/2005,107.4
New Brunswick,8/1/2005,107.4
Quebec,8/1/2005,105.8
Quebec,8/1/2005,107.4
Ottawa-Gatineau,8/1/2005,97.6
Ontario,8/1/2005,97.9
Ontario,8/1/2005,102.4
Manitoba,8/1/2005,98.3
Saskatchewan,8/1/2005,100
Saskatchewan,8/1/2005,101.6
Alberta,8/1/2005,94.4
Alberta,8/1/2005,93.4
British Columbia,8/1/2005,105.3
British Columbia,8/1/2005,107.8
Yukon,8/1/2005,111
Northwest Territories,8/1/2005,108
Newfoundland and Labrador,9/1/2005,125.2
Prince Edward Island,9/1/2005,121.5
Nova Scotia,9/1/2005,120
New Brunswick,9/1/2005,118.1
Quebec,9/1/2005,119
Quebec,9/1/2005,118.5
Ottawa-Gatineau,9/1/2005,108.8
Ontario,9/1/2005,107.2
Ontario,9/1/2005,115.6
Manitoba,9/1/2005,106.7
Saskatchewan,9/1/2005,108.9
Saskatchewan,9/1/2005,110.9
Alberta,9/1/2005,102.2
Alberta,9/1/2005,102.7
British Columbia,9/1/2005,112.7
British Columbia,9/1/2005,116.1
Yukon,9/1/2005,120.5
Northwest Territories,9/1/2005,119.6
Newfoundland and Labrador,10/1/2005,115
Prince Edward Island,10/1/2005,112.3
Nova Scotia,10/1/2005,108.6
New Brunswick,10/1/2005,107.3
Quebec,10/1/2005,107.7
Quebec,10/1/2005,105.2
Ottawa-Gatineau,10/1/2005,97.1
Ontario,10/1/2005,97.2
Ontario,10/1/2005,106.5
Manitoba,10/1/2005,102.1
Saskatchewan,10/1/2005,103
Saskatchewan,10/1/2005,102.5
Alberta,10/1/2005,91.7
Alberta,10/1/2005,95.9
British Columbia,10/1/2005,104.6
British Columbia,10/1/2005,109.5
Yukon,10/1/2005,120.3
