Province,Date,Value
Canada,1/1/2017,112.2
Newfoundland and Labrador,1/1/2017,137.5
Prince Edward Island,1/1/2017,112.9
Nova Scotia,1/1/2017,111.8
New Brunswick,1/1/2017,111.3
Quebec,1/1/2017,111
Quebec,1/1/2017,116.5
Ottawa-Gatineau,1/1/2017,110.8
Ontario,1/1/2017,112.8
Ontario,1/1/2017,115.9
Manitoba,1/1/2017,101.9
Saskatchewan,1/1/2017,101.2
Saskatchewan,1/1/2017,102
Alberta,1/1/2017,100.9
Alberta,1/1/2017,106.8
British Columbia,1/1/2017,127.9
British Columbia,1/1/2017,124
Yukon,1/1/2017,119.1
Northwest Territories,1/1/2017,121.7
Canada,2/1/2017,106.5
Newfoundland and Labrador,2/1/2017,130.7
Prince Edward Island,2/1/2017,105.8
Nova Scotia,2/1/2017,104.4
New Brunswick,2/1/2017,106.4
Quebec,2/1/2017,106.4
Quebec,2/1/2017,113
Ottawa-Gatineau,2/1/2017,105.3
Ontario,2/1/2017,107.8
Ontario,2/1/2017,111.6
Manitoba,2/1/2017,96.3
Saskatchewan,2/1/2017,93.4
Saskatchewan,2/1/2017,94.1
Alberta,2/1/2017,91.7
Alberta,2/1/2017,93.8
British Columbia,2/1/2017,125.6
British Columbia,2/1/2017,116.9
Yukon,2/1/2017,119.8
Northwest Territories,2/1/2017,118.2
Canada,3/1/2017,106
Newfoundland and Labrador,3/1/2017,126.6
Prince Edward Island,3/1/2017,104.6
Nova Scotia,3/1/2017,103.2
New Brunswick,3/1/2017,103.9
Quebec,3/1/2017,105
Quebec,3/1/2017,113.1
Ottawa-Gatineau,3/1/2017,97.6
Ontario,3/1/2017,107.6
Ontario,3/1/2017,110.7
Manitoba,3/1/2017,94.2
Saskatchewan,3/1/2017,92.4
Saskatchewan,3/1/2017,92.4
Alberta,3/1/2017,92.2
Alberta,3/1/2017,93.3
British Columbia,3/1/2017,133.9
British Columbia,3/1/2017,125.8
Yukon,3/1/2017,119.8
Northwest Territories,3/1/2017,116.9
Canada,4/1/2017,116.1
Newfoundland and Labrador,4/1/2017,133.8
Prince Edward Island,4/1/2017,110.3
Nova Scotia,4/1/2017,112.1
New Brunswick,4/1/2017,111.3
Quebec,4/1/2017,115
Quebec,4/1/2017,124.5
Ottawa-Gatineau,4/1/2017,115.6
Ontario,4/1/2017,116
Ontario,4/1/2017,119
Manitoba,4/1/2017,101.7
Saskatchewan,4/1/2017,102.7
Saskatchewan,4/1/2017,102.1
Alberta,4/1/2017,103.9
Alberta,4/1/2017,108.3
British Columbia,4/1/2017,138.8
British Columbia,4/1/2017,128.8
Yukon,4/1/2017,119.5
Northwest Territories,4/1/2017,118.7
Canada,5/1/2017,110.9
Newfoundland and Labrador,5/1/2017,129.5
Prince Edward Island,5/1/2017,106.8
Nova Scotia,5/1/2017,106.4
New Brunswick,5/1/2017,107.6
Quebec,5/1/2017,111.9
Quebec,5/1/2017,119
Ottawa-Gatineau,5/1/2017,112.3
Ontario,5/1/2017,112
Ontario,5/1/2017,117.4
Manitoba,5/1/2017,93.3
Saskatchewan,5/1/2017,95.8
Saskatchewan,5/1/2017,95.8
Alberta,5/1/2017,96.1
Alberta,5/1/2017,99.5
British Columbia,5/1/2017,134
British Columbia,5/1/2017,125.7
Yukon,5/1/2017,117.4
Northwest Territories,5/1/2017,116.9
Canada,6/1/2017,106.5
Newfoundland and Labrador,6/1/2017,113.5
Prince Edward Island,6/1/2017,105.8
Nova Scotia,6/1/2017,103.2
New Brunswick,6/1/2017,105.1
Quebec,6/1/2017,107.4
Quebec,6/1/2017,114
Ottawa-Gatineau,6/1/2017,106.3
Ontario,6/1/2017,107.3
Ontario,6/1/2017,114
Manitoba,6/1/2017,91.5
Saskatchewan,6/1/2017,92.2
Saskatchewan,6/1/2017,91.4
Alberta,6/1/2017,91.4
Alberta,6/1/2017,96.3
British Columbia,6/1/2017,130.1
British Columbia,6/1/2017,124.5
Yukon,6/1/2017,113.7
Northwest Territories,6/1/2017,115.9
Canada,7/1/2017,107
Newfoundland and Labrador,7/1/2017,112.1
Prince Edward Island,7/1/2017,102.4
Nova Scotia,7/1/2017,102.8
New Brunswick,7/1/2017,102.1
Quebec,7/1/2017,106.5
Quebec,7/1/2017,114.7
Ottawa-Gatineau,7/1/2017,104.3
Ontario,7/1/2017,109.5
Ontario,7/1/2017,112.5
Manitoba,7/1/2017,87.6
Saskatchewan,7/1/2017,93.1
Saskatchewan,7/1/2017,93.6
Alberta,7/1/2017,93.1
Alberta,7/1/2017,95.7
British Columbia,7/1/2017,131.8
British Columbia,7/1/2017,121.8
Yukon,7/1/2017,111.3
Northwest Territories,7/1/2017,114.4
Canada,8/1/2017,109.7
Newfoundland and Labrador,8/1/2017,116.2
Prince Edward Island,8/1/2017,106.9
Nova Scotia,8/1/2017,106.5
New Brunswick,8/1/2017,107.1
Quebec,8/1/2017,113.3
Quebec,8/1/2017,118.3
Ottawa-Gatineau,8/1/2017,104.5
Ontario,8/1/2017,112.5
Ontario,8/1/2017,112.6
Manitoba,8/1/2017,90.1
Saskatchewan,8/1/2017,95.9
Saskatchewan,8/1/2017,95.8
Alberta,8/1/2017,96.6
Alberta,8/1/2017,99.3
British Columbia,8/1/2017,137.7
British Columbia,8/1/2017,127.7
Yukon,8/1/2017,110.7
Northwest Territories,8/1/2017,114.9
Canada,9/1/2017,116
Newfoundland and Labrador,9/1/2017,125.7
Prince Edward Island,9/1/2017,114.8
Nova Scotia,9/1/2017,115.7
New Brunswick,9/1/2017,115.1
Quebec,9/1/2017,121.5
Quebec,9/1/2017,124.9
Ottawa-Gatineau,9/1/2017,117.9
Ontario,9/1/2017,118.2
Ontario,9/1/2017,124.3
Manitoba,9/1/2017,100.2
Saskatchewan,9/1/2017,99.5
Saskatchewan,9/1/2017,99.9
Alberta,9/1/2017,96.7
Alberta,9/1/2017,102.3
British Columbia,9/1/2017,137.4
British Columbia,9/1/2017,129.3
Yukon,9/1/2017,117.9
Northwest Territories,9/1/2017,115
Canada,10/1/2017,112.4
Newfoundland and Labrador,10/1/2017,120
Prince Edward Island,10/1/2017,107.9
Nova Scotia,10/1/2017,106.7
New Brunswick,10/1/2017,107.5
Quebec,10/1/2017,111.3
Quebec,10/1/2017,119.4
Ottawa-Gatineau,10/1/2017,114.9
Ontario,10/1/2017,114.9
Ontario,10/1/2017,119.8
Manitoba,10/1/2017,99.7
Saskatchewan,10/1/2017,99.2
Saskatchewan,10/1/2017,99
Alberta,10/1/2017,98.5
Alberta,10/1/2017,101.8
British Columbia,10/1/2017,136.9
British Columbia,10/1/2017,127.3
Yukon,10/1/2017,113.1
Northwest Territories,10/1/2017,114.5
Canada,11/1/2017,120.8
Newfoundland and Labrador,11/1/2017,126.8
Prince Edward Island,11/1/2017,115.6
Nova Scotia,11/1/2017,115.9
New Brunswick,11/1/2017,115.5
Quebec,11/1/2017,119.9
Quebec,11/1/2017,126.8
Ottawa-Gatineau,11/1/2017,121.9
Ontario,11/1/2017,122.2
Ontario,11/1/2017,132.4
Manitoba,11/1/2017,108.9
Saskatchewan,11/1/2017,110.4
Saskatchewan,11/1/2017,108.5
Alberta,11/1/2017,110.7
Alberta,11/1/2017,113.9
British Columbia,11/1/2017,141.3
British Columbia,11/1/2017,134.1
Yukon,11/1/2017,127
Northwest Territories,11/1/2017,123.4
Canada,12/1/2017,116.9
Newfoundland and Labrador,12/1/2017,118
Prince Edward Island,12/1/2017,111.5
Nova Scotia,12/1/2017,111.8
New Brunswick,12/1/2017,112.3
Quebec,12/1/2017,114
Quebec,12/1/2017,122.8
Ottawa-Gatineau,12/1/2017,120.6
Ontario,12/1/2017,121
Ontario,12/1/2017,127
Manitoba,12/1/2017,103.1
Saskatchewan,12/1/2017,104.2
Saskatchewan,12/1/2017,103.6
Alberta,12/1/2017,102.8
Alberta,12/1/2017,106.7
British Columbia,12/1/2017,137.2
British Columbia,12/1/2017,128
Yukon,12/1/2017,124.5
Northwest Territories,12/1/2017,122.4
Canada,1/1/2018,120.6
Newfoundland and Labrador,1/1/2018,120.3
Prince Edward Island,1/1/2018,115.3
Nova Scotia,1/1/2018,115.2
New Brunswick,1/1/2018,114.1
Quebec,1/1/2018,118.8
Quebec,1/1/2018,127.6
Ottawa-Gatineau,1/1/2018,124.4
Ontario,1/1/2018,124.5
Ontario,1/1/2018,123.9
Manitoba,1/1/2018,107
Saskatchewan,1/1/2018,105.9
Saskatchewan,1/1/2018,107.4
Alberta,1/1/2018,107.5
Alberta,1/1/2018,112.1
British Columbia,1/1/2018,141.7
British Columbia,1/1/2018,129.6
Yukon,1/1/2018,121.4
Northwest Territories,1/1/2018,123.1
Canada,2/1/2018,119.7
Newfoundland and Labrador,2/1/2018,121.8
Prince Edward Island,2/1/2018,115.5
Nova Scotia,2/1/2018,114.1
New Brunswick,2/1/2018,113.9
Quebec,2/1/2018,119.3
Quebec,2/1/2018,127.5
Ottawa-Gatineau,2/1/2018,119.6
Ontario,2/1/2018,123.6
Ontario,2/1/2018,122.7
Manitoba,2/1/2018,104.2
Saskatchewan,2/1/2018,103.5
Saskatchewan,2/1/2018,103.5
Alberta,2/1/2018,104
Alberta,2/1/2018,110.6
British Columbia,2/1/2018,144.5
British Columbia,2/1/2018,134.9
Yukon,2/1/2018,121.4
Northwest Territories,2/1/2018,122.9
Canada,3/1/2018,123.1
Newfoundland and Labrador,3/1/2018,122.1
Prince Edward Island,3/1/2018,116.9
Nova Scotia,3/1/2018,114
New Brunswick,3/1/2018,113.9
Quebec,3/1/2018,123.4
Quebec,3/1/2018,130
Ottawa-Gatineau,3/1/2018,125.8
Ontario,3/1/2018,126.1
Ontario,3/1/2018,123.6
Manitoba,3/1/2018,106.9
Saskatchewan,3/1/2018,108.1
Saskatchewan,3/1/2018,109.4
Alberta,3/1/2018,111.3
Alberta,3/1/2018,115.3
British Columbia,3/1/2018,151.4
British Columbia,3/1/2018,143.2
Yukon,3/1/2018,121.4
Northwest Territories,3/1/2018,122.9
Canada,4/1/2018,131.6
Newfoundland and Labrador,4/1/2018,131
Prince Edward Island,4/1/2018,123.5
Nova Scotia,4/1/2018,124.2
New Brunswick,4/1/2018,122.9
Quebec,4/1/2018,131.7
Quebec,4/1/2018,137.9
Ottawa-Gatineau,4/1/2018,133.6
Ontario,4/1/2018,133.7
Ontario,4/1/2018,135.4
Manitoba,4/1/2018,121.1
Saskatchewan,4/1/2018,116.9
Saskatchewan,4/1/2018,117.6
Alberta,4/1/2018,122.5
Alberta,4/1/2018,125.2
British Columbia,4/1/2018,155.1
British Columbia,4/1/2018,147.2
Yukon,4/1/2018,130.9
Northwest Territories,4/1/2018,128.9
Canada,5/1/2018,135.9
Newfoundland and Labrador,5/1/2018,137.1
Prince Edward Island,5/1/2018,131.3
Nova Scotia,5/1/2018,130.4
New Brunswick,5/1/2018,128.9
Quebec,5/1/2018,136.6
Quebec,5/1/2018,142.7
Ottawa-Gatineau,5/1/2018,136.9
Ontario,5/1/2018,137.3
Ontario,5/1/2018,141.7
Manitoba,5/1/2018,125.1
Saskatchewan,5/1/2018,123.7
Saskatchewan,5/1/2018,123.1
Alberta,5/1/2018,127.5
Alberta,5/1/2018,129.6
British Columbia,5/1/2018,159.9
British Columbia,5/1/2018,153.9
Yukon,5/1/2018,142.4
Northwest Territories,5/1/2018,137.2
Canada,6/1/2018,132.9
Newfoundland and Labrador,6/1/2018,134.3
Prince Edward Island,6/1/2018,130
Nova Scotia,6/1/2018,125.5
New Brunswick,6/1/2018,125.7
Quebec,6/1/2018,131.7
Quebec,6/1/2018,139.7
Ottawa-Gatineau,6/1/2018,128.2
Ontario,6/1/2018,134.6
Ontario,6/1/2018,140.6
Manitoba,6/1/2018,125.3
Saskatchewan,6/1/2018,122.3
Saskatchewan,6/1/2018,122.4
Alberta,6/1/2018,124.4
Alberta,6/1/2018,127.1
British Columbia,6/1/2018,154.3
British Columbia,6/1/2018,150.1
Yukon,6/1/2018,144.9
Northwest Territories,6/1/2018,141.7
Canada,7/1/2018,133.9
Newfoundland and Labrador,7/1/2018,134.9
Prince Edward Island,7/1/2018,128.9
Nova Scotia,7/1/2018,126.2
New Brunswick,7/1/2018,126.9
Quebec,7/1/2018,130.6
Quebec,7/1/2018,137.6
Ottawa-Gatineau,7/1/2018,129.5
Ontario,7/1/2018,135.6
Ontario,7/1/2018,144.5
Manitoba,7/1/2018,123.4
Saskatchewan,7/1/2018,123.4
Saskatchewan,7/1/2018,125.8
Alberta,7/1/2018,131
Alberta,7/1/2018,131.4
British Columbia,7/1/2018,155.7
British Columbia,7/1/2018,150
Yukon,7/1/2018,144.9
Northwest Territories,7/1/2018,144.4
Canada,8/1/2018,131.8
Newfoundland and Labrador,8/1/2018,132.5
Prince Edward Island,8/1/2018,126.9
Nova Scotia,8/1/2018,124
New Brunswick,8/1/2018,126.5
Quebec,8/1/2018,131.1
Quebec,8/1/2018,138.3
Ottawa-Gatineau,8/1/2018,127.4
Ontario,8/1/2018,133.6
Ontario,8/1/2018,145.3
Manitoba,8/1/2018,118
Saskatchewan,8/1/2018,121.4
Saskatchewan,8/1/2018,122.9
Alberta,8/1/2018,126.2
Alberta,8/1/2018,129.7
British Columbia,8/1/2018,150.3
British Columbia,8/1/2018,144.5
Yukon,8/1/2018,144.9
Northwest Territories,8/1/2018,145.6
Canada,9/1/2018,130.4
Newfoundland and Labrador,9/1/2018,131.2
Prince Edward Island,9/1/2018,126.5
Nova Scotia,9/1/2018,123.5
New Brunswick,9/1/2018,127
Quebec,9/1/2018,132
Quebec,9/1/2018,140
Ottawa-Gatineau,9/1/2018,123.1
Ontario,9/1/2018,129.3
Ontario,9/1/2018,144.9
Manitoba,9/1/2018,116.6
Saskatchewan,9/1/2018,120.6
Saskatchewan,9/1/2018,121.8
Alberta,9/1/2018,126.6
Alberta,9/1/2018,129.9
British Columbia,9/1/2018,151.9
British Columbia,9/1/2018,142.7
Yukon,9/1/2018,144.1
Northwest Territories,9/1/2018,146.4
Canada,10/1/2018,125.9
Newfoundland and Labrador,10/1/2018,131.2
Prince Edward Island,10/1/2018,124.5
Nova Scotia,10/1/2018,122.6
New Brunswick,10/1/2018,126.2
Quebec,10/1/2018,127.5
Quebec,10/1/2018,131.7
Ottawa-Gatineau,10/1/2018,118.1
Ontario,10/1/2018,124
Ontario,10/1/2018,142.3
Manitoba,10/1/2018,111.3
Saskatchewan,10/1/2018,120.1
Saskatchewan,10/1/2018,122.4
Alberta,10/1/2018,119.8
Alberta,10/1/2018,121.4
British Columbia,10/1/2018,155.2
British Columbia,10/1/2018,148.3
Yukon,10/1/2018,144.7
Northwest Territories,10/1/2018,146
Canada,11/1/2018,113.8
Newfoundland and Labrador,11/1/2018,118.6
Prince Edward Island,11/1/2018,111.6
Nova Scotia,11/1/2018,108
New Brunswick,11/1/2018,113.4
Quebec,11/1/2018,115.1
Quebec,11/1/2018,117
Ottawa-Gatineau,11/1/2018,106.4
Ontario,11/1/2018,111.7
Ontario,11/1/2018,134.7
Manitoba,11/1/2018,102.4
Saskatchewan,11/1/2018,109.4
Saskatchewan,11/1/2018,114.1
Alberta,11/1/2018,105.7
Alberta,11/1/2018,108.3
British Columbia,11/1/2018,141.9
British Columbia,11/1/2018,137.8
Yukon,11/1/2018,140.4
Northwest Territories,11/1/2018,140.4
Canada,12/1/2018,106.4
Newfoundland and Labrador,12/1/2018,109.7
Prince Edward Island,12/1/2018,103.5
Nova Scotia,12/1/2018,99.9
New Brunswick,12/1/2018,105.3
Quebec,12/1/2018,108.7
Quebec,12/1/2018,112.5
Ottawa-Gatineau,12/1/2018,99.7
Ontario,12/1/2018,105.5
Ontario,12/1/2018,124.5
Manitoba,12/1/2018,95.5
Saskatchewan,12/1/2018,97.2
Saskatchewan,12/1/2018,101.4
Alberta,12/1/2018,95
Alberta,12/1/2018,97.1
British Columbia,12/1/2018,138.5
British Columbia,12/1/2018,132.5
Yukon,12/1/2018,124.9
Northwest Territories,12/1/2018,128.8
Canada,1/1/2019,103.1
Newfoundland and Labrador,1/1/2019,107.3
Prince Edward Island,1/1/2019,98
Nova Scotia,1/1/2019,99
New Brunswick,1/1/2019,102.1
Quebec,1/1/2019,106.9
Quebec,1/1/2019,112.1
Ottawa-Gatineau,1/1/2019,96.5
Ontario,1/1/2019,102.4
Ontario,1/1/2019,118.2
Manitoba,1/1/2019,89.9
Saskatchewan,1/1/2019,91.8
Saskatchewan,1/1/2019,95.7
Alberta,1/1/2019,91.8
Alberta,1/1/2019,95.2
British Columbia,1/1/2019,132
British Columbia,1/1/2019,130.1
Yukon,1/1/2019,124.9
Northwest Territories,1/1/2019,119.7
Canada,2/1/2019,105.1
Newfoundland and Labrador,2/1/2019,113.1
Prince Edward Island,2/1/2019,99.8
Nova Scotia,2/1/2019,103.2
New Brunswick,2/1/2019,104.1
Quebec,2/1/2019,107.2
Quebec,2/1/2019,113.6
Ottawa-Gatineau,2/1/2019,96.1
Ontario,2/1/2019,102.1
Ontario,2/1/2019,116.7
Manitoba,2/1/2019,97.5
Saskatchewan,2/1/2019,101.8
Saskatchewan,2/1/2019,101
Alberta,2/1/2019,99.2
Alberta,2/1/2019,102
British Columbia,2/1/2019,134.4
British Columbia,2/1/2019,126.7
Yukon,2/1/2019,124.9
Northwest Territories,2/1/2019,120.3
Canada,3/1/2019,117.7
Newfoundland and Labrador,3/1/2019,122.8
Prince Edward Island,3/1/2019,111.5
Nova Scotia,3/1/2019,116.6
New Brunswick,3/1/2019,114.6
Quebec,3/1/2019,121.9
Quebec,3/1/2019,126.3
Ottawa-Gatineau,3/1/2019,110.9
Ontario,3/1/2019,115.8
Ontario,3/1/2019,123.9
Manitoba,3/1/2019,108.4
Saskatchewan,3/1/2019,111.2
Saskatchewan,3/1/2019,110.9
Alberta,3/1/2019,110.2
Alberta,3/1/2019,113.6
British Columbia,3/1/2019,149.6
British Columbia,3/1/2019,137.6
Yukon,3/1/2019,129.8
Northwest Territories,3/1/2019,125.6
Canada,4/1/2019,129.5
Newfoundland and Labrador,4/1/2019,131.6
Prince Edward Island,4/1/2019,125.8
Nova Scotia,4/1/2019,127.6
New Brunswick,4/1/2019,130
Quebec,4/1/2019,130.6
Quebec,4/1/2019,136
Ottawa-Gatineau,4/1/2019,125.8
Ontario,4/1/2019,126.7
Ontario,4/1/2019,140.2
Manitoba,4/1/2019,125.1
Saskatchewan,4/1/2019,127.3
Saskatchewan,4/1/2019,127.8
Alberta,4/1/2019,118.9
Alberta,4/1/2019,122.5
British Columbia,4/1/2019,167.3
British Columbia,4/1/2019,157.5
Yukon,4/1/2019,137.9
Northwest Territories,4/1/2019,134.5
Canada,5/1/2019,130.7
Newfoundland and Labrador,5/1/2019,131.1
Prince Edward Island,5/1/2019,128.7
Nova Scotia,5/1/2019,125.8
New Brunswick,5/1/2019,130.3
Quebec,5/1/2019,132.6
Quebec,5/1/2019,137.9
Ottawa-Gatineau,5/1/2019,127.8
Ontario,5/1/2019,127.7
Ontario,5/1/2019,145.3
Manitoba,5/1/2019,122.6
Saskatchewan,5/1/2019,123.7
Saskatchewan,5/1/2019,128.3
Alberta,5/1/2019,117.8
Alberta,5/1/2019,120.7
British Columbia,5/1/2019,169
British Columbia,5/1/2019,161.3
Yukon,5/1/2019,137.7
Northwest Territories,5/1/2019,142.7
Canada,6/1/2019,119.9
Newfoundland and Labrador,6/1/2019,120.2
Prince Edward Island,6/1/2019,116.2
Nova Scotia,6/1/2019,110.9
New Brunswick,6/1/2019,119.2
Quebec,6/1/2019,122.2
Quebec,6/1/2019,128.5
Ottawa-Gatineau,6/1/2019,119.1
Ontario,6/1/2019,118.9
Ontario,6/1/2019,139.9
Manitoba,6/1/2019,113.1
Saskatchewan,6/1/2019,110.7
Saskatchewan,6/1/2019,121.5
Alberta,6/1/2019,100.4
Alberta,6/1/2019,103.6
British Columbia,6/1/2019,148.4
British Columbia,6/1/2019,146.5
Yukon,6/1/2019,137.7
Northwest Territories,6/1/2019,138.5
Canada,7/1/2019,124.4
Newfoundland and Labrador,7/1/2019,128.3
Prince Edward Island,7/1/2019,123.1
Nova Scotia,7/1/2019,119.9
New Brunswick,7/1/2019,124
Quebec,7/1/2019,127.3
Quebec,7/1/2019,133.3
Ottawa-Gatineau,7/1/2019,125.4
Ontario,7/1/2019,125.3
Ontario,7/1/2019,135.9
Manitoba,7/1/2019,114.7
Saskatchewan,7/1/2019,115.1
Saskatchewan,7/1/2019,118.2
Alberta,7/1/2019,105.4
Alberta,7/1/2019,108.4
British Columbia,7/1/2019,151.5
British Columbia,7/1/2019,142.2
Yukon,7/1/2019,142.4
Northwest Territories,7/1/2019,134.4
Canada,8/1/2019,117.9
Newfoundland and Labrador,8/1/2019,123.4
Prince Edward Island,8/1/2019,116.7
Nova Scotia,8/1/2019,114.2
New Brunswick,8/1/2019,120
Quebec,8/1/2019,118.6
Quebec,8/1/2019,125.1
Ottawa-Gatineau,8/1/2019,117.8
Ontario,8/1/2019,118.5
Ontario,8/1/2019,133.7
Manitoba,8/1/2019,107.7
Saskatchewan,8/1/2019,109
Saskatchewan,8/1/2019,110.6
Alberta,8/1/2019,99.9
Alberta,8/1/2019,102.2
British Columbia,8/1/2019,148.2
British Columbia,8/1/2019,136.1
Yukon,8/1/2019,142.9
Northwest Territories,8/1/2019,131.6
Canada,9/1/2019,116.9
Newfoundland and Labrador,9/1/2019,121.4
Prince Edward Island,9/1/2019,115.4
Nova Scotia,9/1/2019,112.5
New Brunswick,9/1/2019,117.8
Quebec,9/1/2019,117.2
Quebec,9/1/2019,123.9
Ottawa-Gatineau,9/1/2019,116.2
Ontario,9/1/2019,116.7
Ontario,9/1/2019,131.4
Manitoba,9/1/2019,108.2
Saskatchewan,9/1/2019,108.2
Saskatchewan,9/1/2019,108.2
Alberta,9/1/2019,99.3
Alberta,9/1/2019,102.1
British Columbia,9/1/2019,153.6
British Columbia,9/1/2019,141.9
Yukon,9/1/2019,142.8
Northwest Territories,9/1/2019,133.5
Canada,10/1/2019,117.2
Newfoundland and Labrador,10/1/2019,121.2
Prince Edward Island,10/1/2019,114.5
Nova Scotia,10/1/2019,112.9
New Brunswick,10/1/2019,118.1
Quebec,10/1/2019,115.2
Quebec,10/1/2019,123.6
Ottawa-Gatineau,10/1/2019,115.2
Ontario,10/1/2019,116.9
Ontario,10/1/2019,130.7
Manitoba,10/1/2019,110.9
Saskatchewan,10/1/2019,110.8
Saskatchewan,10/1/2019,109.9
Alberta,10/1/2019,98.2
Alberta,10/1/2019,100.4
British Columbia,10/1/2019,158.2
British Columbia,10/1/2019,150.7
Yukon,10/1/2019,142.9
Northwest Territories,10/1/2019,133.4
Canada,11/1/2019,115
Newfoundland and Labrador,11/1/2019,122
Prince Edward Island,11/1/2019,114.4
Nova Scotia,11/1/2019,113.7
New Brunswick,11/1/2019,118.9
Quebec,11/1/2019,116.7
Quebec,11/1/2019,123.5
Ottawa-Gatineau,11/1/2019,113.6
Ontario,11/1/2019,116.4
Ontario,11/1/2019,128.6
Manitoba,11/1/2019,107
Saskatchewan,11/1/2019,108.7
Saskatchewan,11/1/2019,101.6
Alberta,11/1/2019,95.1
Alberta,11/1/2019,97.9
British Columbia,11/1/2019,140.5
British Columbia,11/1/2019,138.9
Yukon,11/1/2019,142.9
Northwest Territories,11/1/2019,132.1
Canada,12/1/2019,114.5
Newfoundland and Labrador,12/1/2019,121.9
Prince Edward Island,12/1/2019,113.7
Nova Scotia,12/1/2019,112.3
New Brunswick,12/1/2019,118.4
Quebec,12/1/2019,116.4
Quebec,12/1/2019,123.5
Ottawa-Gatineau,12/1/2019,113.1
Ontario,12/1/2019,116
Ontario,12/1/2019,127.9
Manitoba,12/1/2019,103.3
Saskatchewan,12/1/2019,108.5
Saskatchewan,12/1/2019,107.2
Alberta,12/1/2019,96.2
Alberta,12/1/2019,99
British Columbia,12/1/2019,136.5
British Columbia,12/1/2019,132.4
Yukon,12/1/2019,142.7
Northwest Territories,12/1/2019,131.7
Canada,1/1/2020,114.6
Newfoundland and Labrador,1/1/2020,123.6
Prince Edward Island,1/1/2020,113.6
Nova Scotia,1/1/2020,112.4
New Brunswick,1/1/2020,117.8
Quebec,1/1/2020,115.1
Quebec,1/1/2020,122.1
Ottawa-Gatineau,1/1/2020,111.6
Ontario,1/1/2020,114.6
Ontario,1/1/2020,127.6
Manitoba,1/1/2020,101.6
Saskatchewan,1/1/2020,109.8
Saskatchewan,1/1/2020,110
Alberta,1/1/2020,98.8
Alberta,1/1/2020,101.6
British Columbia,1/1/2020,139.9
British Columbia,1/1/2020,139.7
Yukon,1/1/2020,142.9
Northwest Territories,1/1/2020,129.7
Canada,2/1/2020,112.2
Newfoundland and Labrador,2/1/2020,120.2
Prince Edward Island,2/1/2020,111
Nova Scotia,2/1/2020,107.5
New Brunswick,2/1/2020,113.3
Quebec,2/1/2020,113.4
Quebec,2/1/2020,120.1
Ottawa-Gatineau,2/1/2020,108.4
Ontario,2/1/2020,111
Ontario,2/1/2020,126
Manitoba,2/1/2020,102.5
Saskatchewan,2/1/2020,105.1
Saskatchewan,2/1/2020,107.1
Alberta,2/1/2020,96.4
Alberta,2/1/2020,99
British Columbia,2/1/2020,145.9
British Columbia,2/1/2020,143.2
Yukon,2/1/2020,142.5
Northwest Territories,2/1/2020,127.6
Canada,3/1/2020,91.3
Newfoundland and Labrador,3/1/2020,101.4
Prince Edward Island,3/1/2020,90.2
Nova Scotia,3/1/2020,85.4
New Brunswick,3/1/2020,95.4
Quebec,3/1/2020,99.1
Quebec,3/1/2020,99.3
Ottawa-Gatineau,3/1/2020,84.3
Ontario,3/1/2020,86.1
Ontario,3/1/2020,110.9
Manitoba,3/1/2020,84.5
Saskatchewan,3/1/2020,88.4
Saskatchewan,3/1/2020,85.2
Alberta,3/1/2020,77
Alberta,3/1/2020,79.2
British Columbia,3/1/2020,121.4
British Columbia,3/1/2020,126.3
Yukon,3/1/2020,125.5
Northwest Territories,3/1/2020,112.4
Canada,4/1/2020,77.8
Newfoundland and Labrador,4/1/2020,81.3
Prince Edward Island,4/1/2020,73.6
Nova Scotia,4/1/2020,67.9
New Brunswick,4/1/2020,73.4
Quebec,4/1/2020,81.1
Quebec,4/1/2020,85.5
Ottawa-Gatineau,4/1/2020,78.3
Ontario,4/1/2020,79.1
Ontario,4/1/2020,84.9
Manitoba,4/1/2020,67.7
Saskatchewan,4/1/2020,71.7
Saskatchewan,4/1/2020,65.6
Alberta,4/1/2020,62.4
Alberta,4/1/2020,66.2
British Columbia,4/1/2020,96.7
British Columbia,4/1/2020,99.4
Yukon,4/1/2020,100.9
Northwest Territories,4/1/2020,94.7
Canada,5/1/2020,91.4
Newfoundland and Labrador,5/1/2020,91.5
Prince Edward Island,5/1/2020,82.6
Nova Scotia,5/1/2020,78.2
New Brunswick,5/1/2020,82.8
Quebec,5/1/2020,93.5
Quebec,5/1/2020,97
Ottawa-Gatineau,5/1/2020,90.7
Ontario,5/1/2020,91.2
Ontario,5/1/2020,100.1
Manitoba,5/1/2020,85.2
Saskatchewan,5/1/2020,87.9
Saskatchewan,5/1/2020,85.7
Alberta,5/1/2020,83.3
Alberta,5/1/2020,87.2
British Columbia,5/1/2020,113
British Columbia,5/1/2020,107.9
Yukon,5/1/2020,103
Northwest Territories,5/1/2020,96.7
Canada,6/1/2020,101
Newfoundland and Labrador,6/1/2020,102.9
Prince Edward Island,6/1/2020,94.8
Nova Scotia,6/1/2020,89.8
New Brunswick,6/1/2020,92.7
Quebec,6/1/2020,103.8
Quebec,6/1/2020,105.6
Ottawa-Gatineau,6/1/2020,99.4
Ontario,6/1/2020,99.9
Ontario,6/1/2020,111.8
Manitoba,6/1/2020,95.5
Saskatchewan,6/1/2020,96.7
Saskatchewan,6/1/2020,96.5
Alberta,6/1/2020,92
Alberta,6/1/2020,95.1
